,chapter,verse,translation,interpretation,orig
291,2,285,"The Messenger believes in what has been revealed to him from his Lord, and so do the believers. Each one believes in Allah, His Angels, His Books, and His Messengers. They say, 'We make no distinction between any of His Messengers,' and they say, 'We hear and we obey. We seek Your forgiveness, our Lord, and to You is the return.'","This verse emphasizes the core beliefs of Islam: faith in Allah, His angels, His books, and His messengers without discriminating among them. It highlights the obedience and submission of the believers to Allah, seeking His forgiveness and acknowledging that the final return is to Him.",آمن الرسول بما أنزل إليه من ربه والمؤمنون كل آمن بالله وملائكته وكتبه ورسله لا نفرق بين أحد من رسله وقالوا سمعنا وأطعنا غفرانك ربنا وإليك المصير
292,2,286,"Allah does not burden a soul beyond its capacity. For it is what it has earned, and upon it is what it has incurred. 'Our Lord, do not hold us accountable if we forget or make a mistake. Our Lord, do not place upon us a burden like the one You placed upon those before us. Our Lord, do not burden us with what we cannot bear. Pardon us, forgive us, and have mercy upon us. You are our Protector, so help us against the disbelieving people.'","This verse emphasizes Allah's justice and mercy. He does not burden anyone beyond their capacity. Each person is accountable for their own deeds. The believers humbly ask Allah not to hold them accountable for unintentional mistakes or forgetfulness, and not to burden them with obligations beyond their ability to fulfill, as He did with previous nations. They seek Allah's forgiveness, mercy, and protection against those who disbelieve.",لا يكلف الله نفسا إلا وسعها لها ما كسبت وعليها ما اكتسبت ربنا لا تؤاخذنا إن نسينا أو أخطأنا ربنا ولا تحمل علينا إصرا كما حملته على الذين من قبلنا ربنا ولا تحملنا ما لا طاقة لنا به واعف عنا واغفر لنا وارحمنا أنت مولانا فانصرنا على القوم الكافرين
293,3,1,Alif Lam Mim,"These are among the letters that are occasionally combined at the beginning of some chapters in the Qur'an. Their meanings are known only to Allah. Some scholars suggest they may represent divine names or indicate that the Qur'an consists of such letters and words. However, the exact significance is a matter of divine knowledge.",الم
294,3,2,"Allah - there is no deity except Him, the Ever-Living, the Sustainer of existence.","This verse affirms the Oneness of Allah and His unique attribute of being the sole Living and Eternal Being upon Whom all of creation depends for its existence and sustenance. It emphasizes that there is no other true deity worthy of worship besides Allah, Who is the source of all life and the One Who maintains and provides for all that exists.",الله لا إله إلا هو الحي القيوم
295,3,3,"The Book has been sent down to you with the truth, confirming what was before it, and the Torah and the Gospel were sent down.","This verse affirms the divine origin of the Qur'an and its consistency with previous revelations, namely the Torah and the Gospel. It emphasizes that the Qur'an is a continuation and confirmation of the same universal truth revealed to previous prophets, reinforcing the concept of one God and one message throughout human history. The verse establishes the Qur'an as the final, complete, and authoritative divine scripture, while acknowledging the previous revelations as part of the same tradition.",نزل عليك الكتاب بالحق مصدقا لما بين يديه وأنزل التوراة والإنجيل
296,3,4,"It is a guide for the people, and He has sent down the Criterion. Indeed, those who disbelieve in the verses of Allah will have a severe punishment, and Allah is Exalted in Might, the Lord of Retribution.","This verse highlights the Qur'an as a guide for humanity, containing the criterion to distinguish truth from falsehood. It warns those who reject Allah's revelations that they will face a severe punishment, as Allah is Mighty and capable of enforcing His retribution.",من قبل هدى للناس وأنزل الفرقان إن الذين كفروا بآيات الله لهم عذاب شديد والله عزيز ذو انتقام
297,3,5,"Indeed, nothing on earth or in the heaven is hidden from Allah.","This verse emphasizes Allah's absolute and perfect knowledge of everything in the universe. It means that nothing, whether on earth or in the heavens, is concealed from Allah's awareness and knowledge. Allah's knowledge encompasses all things, seen and unseen, apparent and hidden. This affirms Allah's attribute of being All-Knowing and All-Aware.",إن الله لا يخفى عليه شيء في الأرض ولا في السماء
298,3,6,"It is He who shapes you in the wombs as He wills. There is no deity except Him, the Exalted in Might, the Wise.","This verse emphasizes Allah's complete control and wisdom in the process of human development in the womb. It highlights that Allah alone is the Creator who shapes and forms the fetus in whatever way He wills, without any partner or associate. The attributes ""al-'Azeez"" (the Exalted in Might) and ""al-Hakeem"" (the Wise) affirm Allah's absolute power and perfect wisdom in this remarkable creation.",هو الذي يصوركم في الأرحام كيف يشاء لا إله إلا هو العزيز الحكيم
299,3,7,"It is He who has sent down to you, [O Muhammad], the Book; in it are verses [that are] precise - they are the foundation of the Book - and others unspecific. As for those in whose hearts is deviation [from truth], they will follow that of it which is unspecific, seeking discord and seeking an interpretation [suitable to them]. And no one knows its [true] interpretation except Allah. But those firm in knowledge say, 'We believe in it. All is from our Lord.' And no one will be reminded except those of understanding.","This verse distinguishes between the clear, unambiguous verses of the Qur'an that form the basis of faith, and the allegorical verses that are open to interpretation. It warns against following the allegorical verses with ill intent or a deviant heart, seeking to cause discord or derive an interpretation that suits one's desires. Only Allah knows the true meaning of the allegorical verses. The verse praises those firmly grounded in knowledge who submit to the Qur'an as being from their Lord, and states that only those with sound understanding will truly benefit from its teachings.",هو الذي أنزل عليك الكتاب منه آيات محكمات هن أم الكتاب وأخر متشابهات فأما الذين في قلوبهم زيغ فيتبعون ما تشابه منه ابتغاء الفتنة وابتغاء تأويله وما يعلم تأويله إلا الله والراسخون في العلم يقولون آمنا به كل من عند ربنا وما يذكر إلا أولو الألباب
300,3,8,"Our Lord, let not our hearts deviate after You have guided us and grant us from Yourself mercy. Indeed, You are the Bestower.","This verse is a supplication to Allah, asking Him not to let our hearts deviate from the right path after He has guided us to it. It also asks Allah to bestow His mercy upon us, as He is the Giver of all good things. The verse emphasizes our need for Allah's continuous guidance and mercy, and our inability to remain steadfast on the path without His help and grace.",ربنا لا تزغ قلوبنا بعد إذ هديتنا وهب لنا من لدنك رحمة إنك أنت الوهاب
301,3,9,"Our Lord, indeed You are the Gatherer of the people for a Day about which there is no doubt. Indeed, Allah does not fail in His promise.","""This verse emphasizes Allah's power and ability to gather all people on the Day of Resurrection, which is an inevitable event that will undoubtedly occur. It highlights Allah's truthfulness and affirms that He never breaks His promise regarding this momentous Day.""",ربنا إنك جامع الناس ليوم لا ريب فيه إن الله لا يخلف الميعاد
302,3,10,"Indeed, those who disbelieve - never will their wealth or their children avail them against Allah at all. And it is they who are fuel for the Fire.","This verse emphasizes that for those who reject faith in Allah, their wealth and children will be of no benefit to them in the Hereafter. Their material possessions and offspring, which they take pride in during this worldly life, will not help them escape the punishment of the Fire. In fact, the verse states that they themselves will become the ""fuel"" that feeds the Fire of Hell. This serves as a stern warning against prioritizing worldly gains over faith and obedience to Allah.",إن الذين كفروا لن تغني عنهم أموالهم ولا أولادهم من الله شيئا وأولئك هم وقود النار
303,3,11,"Such was the manner of Pharaoh's people and those before them. They denied Our signs, so Allah seized them for their sins. And Allah is severe in penalty.","""This verse draws a parallel between the arrogant rejection of Allah's signs by Pharaoh and his people, and those before them who exhibited similar obstinate behavior. Their persistent denial of Allah's revelations and miracles led to their ultimate punishment and destruction by Allah, Who is strict in meting out retribution for such blatant defiance and disbelief.""",كدأب آل فرعون والذين من قبلهم كذبوا بآياتنا فأخذهم الله بذنوبهم والله شديد العقاب
304,3,12,"Say to those who disbelieve, 'You will be overcome and gathered together to Hell, and wretched is the resting place.'","This verse warns the disbelievers that they will be defeated and forced into Hell, which is described as a terrible abode. It serves as a stern warning about the consequences of rejecting faith and highlights the ultimate triumph of truth over falsehood.",قل للذين كفروا ستغلبون وتحشرون إلى جهنم وبئس المهاد
305,3,13,There has certainly been for you a sign in the two companies which met - one company fighting in the cause of Allah and another of disbelievers. They saw them twice their [own] number by [their] eyesight. But Allah supports with His victory whom He wills. Indeed in that is a lesson for those of vision.,"This verse refers to the Battle of Badr, where the outnumbered Muslim army prevailed against the disbelieving Quraysh forces. It highlights that although the disbelievers appeared greater in number, Allah granted victory to the believers who were fighting for His cause. The verse emphasizes that this event serves as a profound lesson for those who have spiritual insight and can perceive the divine wisdom behind such occurrences.",قد كان لكم آية في فئتين التقتا فئة تقاتل في سبيل الله وأخرى كافرة يرونهم مثليهم رأي العين والله يؤيد بنصره من يشاء إن في ذلك لعبرة لأولي الأبصار
306,3,14,"Beautified for people is the love of desires - of women, and sons, and hoarded heaps of gold and silver, and branded horses, and cattle and plantations. That is the enjoyment of the present life; but with Allah is an excellent abode.","Allah has made attractive to people the love of worldly desires, such as women, children, wealth in the form of gold, silver, branded horses, cattle, and agriculture. However, these are merely temporary pleasures of this worldly life. The true and everlasting abode of excellence and happiness is with Allah in the Hereafter for those who believe and do righteous deeds.",زين للناس حب الشهوات من النساء والبنين والقناطير المقنطرة من الذهب والفضة والخيل المسومة والأنعام والحرث ذلك متاع الحياة الدنيا والله عنده حسن المآب
307,3,15,"Say, ""Shall I inform you of something better than that? For those who fear Allah, will be gardens under which rivers flow, wherein they abide eternally, and purified spouses and approval from Allah."" And Allah is All-Seer of His servants.","This verse promises the believers who have taqwa (consciousness of Allah) the highest rewards in the Hereafter: everlasting gardens beneath which rivers flow, purified spouses, and the pleasure of Allah. It emphasizes that these rewards are far superior to the fleeting pleasures of this world, and that Allah is All-Aware of those who strive to obey Him.",قل أؤنبئكم بخير من ذلكم للذين اتقوا عند ربهم جنات تجري من تحتها الأنهار خالدين فيها وأزواج مطهرة ورضوان من الله والله بصير بالعباد
308,3,16,"Those who say, 'Our Lord, we have believed, so forgive us our sins and protect us from the punishment of the Fire.'","This verse refers to the believers who acknowledge their sins and imperfections, and humbly seek forgiveness from Allah. They recognize their faith in Allah and ask Him to forgive their shortcomings and protect them from the torment of Hell. It highlights the importance of repentance, humility, and seeking Allah's mercy and protection.",الذين يقولون ربنا إننا آمنا فاغفر لنا ذنوبنا وقنا عذاب النار
309,3,17,"The patient ones, the truthful ones, the obedient ones, those who spend (in Allah's cause), and those who seek forgiveness before dawn.","This verse praises and commends those who possess noble qualities: ""The patient ones"" refers to those who persevere through difficulties with steadfastness. ""The truthful ones"" are those who are honest in speech and actions. ""The obedient ones"" are those who submit to Allah's commands. ""Those who spend"" generously from what Allah has provided them. ""Those who seek forgiveness before dawn"" refers to those who sincerely repent and ask Allah's forgiveness during the last portion of the night, which is a blessed time.",الصابرين والصادقين والقانتين والمنفقين والمستغفرين بالأسحار
310,3,18,"Allah bears witness that there is no deity except Him, and [so do] the angels and those of knowledge - [that He is] maintaining [creation] in justice. There is no deity except Him, the Exalted in Might, the Wise.","This verse affirms the Oneness of Allah and His attribute of being the only true God worthy of worship. It states that Allah Himself, the angels, and those endowed with knowledge all testify to this fact. It also highlights Allah's justice in maintaining the entire creation, and describes Him as the Almighty and the Wise.",شهد الله أنه لا إله إلا هو والملائكة وأولو العلم قائما بالقسط لا إله إلا هو العزيز الحكيم
311,3,19,"Indeed, the religion in the sight of Allah is Islam. And those who were given the Scripture did not differ except after knowledge had come to them - out of jealous animosity between themselves. And whoever disbelieves in the verses of Allah, then indeed, Allah is swift in [taking] account.","Cette interprétation souligne que l'islam est la seule religion acceptée par Dieu. Les différences entre les gens du Livre (juifs et chrétiens) sont survenues après qu'ils aient reçu la connaissance, par jalousie et animosité entre eux. Quiconque nie les versets d'Allah sera tenu responsable rapidement par Dieu.",إن الدين عند الله الإسلام وما اختلف الذين أوتوا الكتاب إلا من بعد ما جاءهم العلم بغيا بينهم ومن يكفر بآيات الله فإن الله سريع الحساب
312,3,20,"But if they dispute with you, say, 'I have submitted myself to Allah, and whoever follows me.' And say to those who were given the Scripture and the unlearned, 'Have you submitted yourselves?' If they submit, then they are rightly guided; but if they turn away, then your duty is only to convey the message. And Allah is Seeing of [His] servants.","This verse instructs the Prophet Muhammad to declare his submission to Allah and invite others, both People of the Scripture and the unlearned, to submit themselves to Allah as well. If they accept Islam, they will be rightly guided, but if they reject it, the Prophet's responsibility is only to convey the message, as Allah is the Seer and Judge of His servants' deeds.",فإن حاجوك فقل أسلمت وجهي لله ومن اتبعن وقل للذين أوتوا الكتاب والأميين أأسلمتم فإن أسلموا فقد اهتدوا وإن تولوا فإنما عليك البلاغ والله بصير بالعباد
313,3,21,"Indeed, those who disbelieve in the verses of Allah and kill the prophets without right and kill those who order justice - give them tidings of a painful punishment.","This verse condemns those who reject Allah's revelations, kill the prophets unjustly, and murder people who uphold justice and equity. It warns such transgressors of a severe and agonizing punishment for their grave sins of disbelief, oppression, and spreading corruption on earth.",إن الذين يكفرون بآيات الله ويقتلون النبيين بغير حق ويقتلون الذين يأمرون بالقسط من الناس فبشرهم بعذاب أليم
314,3,22,"Those are the ones whose works are nullified in this world and the Hereafter, and they will have no helpers.","This verse refers to those whose deeds and efforts have been rendered futile and worthless in this life and the Hereafter due to their disbelief, disobedience, and rejection of faith. They will have no one to help, support, or save them from Allah's punishment on the Day of Judgment.",أولئك الذين حبطت أعمالهم في الدنيا والآخرة وما لهم من ناصرين
315,3,23,"Have you not seen those who were given a portion of the Scripture? They are invited to the Book of Allah that it should arbitrate between them; then a party of them turns away, and they are averse.","This verse criticizes the hypocritical behavior of some People of the Scripture who were given knowledge of the divine revelations but refused to submit to the teachings of the Qur'an when called upon to do so. Despite being invited to accept the Qur'an as the final arbiter of truth, a group among them arrogantly turned away, rejecting its guidance due to their stubborn opposition.",ألم تر إلى الذين أوتوا نصيبا من الكتاب يدعون إلى كتاب الله ليحكم بينهم ثم يتولى فريق منهم وهم معرضون
316,3,24,"That is because they said, 'The Fire will never touch us except for a few numbered days,' and they were deluded in their religion by what they used to invent.","This verse explains the reason behind the disbelievers' arrogance and denial of the truth. They falsely believed that even if the Fire of Hell exists, it would only touch them for a few numbered days and then they would be free from it. This erroneous belief misguided them in their religion, leading them to invent lies and falsehoods about Allah's laws and the Hereafter.",ذلك بأنهم قالوا لن تمسنا النار إلا أياما معدودات وغرهم في دينهم ما كانوا يفترون
317,3,25,"So how will it be when We gather them for a Day about which there is no doubt, and each soul will be fully compensated for what it earned, and they will not be wronged?","This verse refers to the Day of Resurrection, when all people will be gathered before Allah. It emphasizes that on that Day, there will be no doubt or uncertainty, and each person will be fully recompensed for their deeds in this world, whether good or bad. No one will be wronged or treated unjustly; rather, everyone will receive their just recompense according to their actions.",فكيف إذا جمعناهم ليوم لا ريب فيه ووفيت كل نفس ما كسبت وهم لا يظلمون
318,3,26,"Say, ""O Allah, Owner of Sovereignty, You give sovereignty to whom You will and You take sovereignty away from whom You will. You honor whom You will and You humble whom You will. In Your hand is [all] good. Indeed, You are over all things competent.""","This verse emphasizes Allah's absolute sovereignty and power over all affairs. He alone is the true owner and bestower of authority, honor, and dignity. Whatever a person possesses of power, wealth, or status is only by Allah's will and decree. He gives it to whomever He wills and takes it away from whomever He wills, according to His perfect wisdom and justice. The verse reminds us to be humble, to recognize that all good is in Allah's hands, and to trust in His might over all things.",قل اللهم مالك الملك تؤتي الملك من تشاء وتنزع الملك ممن تشاء وتعز من تشاء وتذل من تشاء بيدك الخير إنك على كل شيء قدير
319,3,27,He merges the night into the day and merges the day into the night. And He brings forth the living from the dead and brings forth the dead from the living. And He gives provision to whom He wills without measure.,"This verse highlights Allah's absolute power and control over the universe. The merging of night and day refers to the continuous cycle of darkness and light, symbolizing the alternation of life and death. Allah has the ability to bring forth life from death, such as plants growing from seeds, and to bring about death from life, as all living beings eventually perish. Moreover, He provides sustenance to whomever He wills without limit, demonstrating His infinite mercy and generosity.",تولج الليل في النهار وتولج النهار في الليل وتخرج الحي من الميت وتخرج الميت من الحي وترزق من تشاء بغير حساب
320,3,28,"Let not the believers take the disbelievers as allies instead of the believers. And whoever does that has no relation with Allah, unless you but guard yourselves against them, guarding carefully. And Allah cautions you against His punishment. And to Allah is the final return.","This verse instructs the believers not to take disbelievers as close allies or protectors instead of other believers. It warns that whoever forms such an alliance with disbelievers has severed their relationship with Allah, unless it is done out of prudence and caution to protect oneself from harm. The verse reminds the believers that Allah warns them against disobeying Him and that ultimately, everyone will return to Allah for judgment.",لا يتخذ المؤمنون الكافرين أولياء من دون المؤمنين ومن يفعل ذلك فليس من الله في شيء إلا أن تتقوا منهم تقاة ويحذركم الله نفسه وإلى الله المصير
321,3,29,"Say, ""Whether you conceal what is in your breasts or reveal it, Allah knows it. And He knows whatever is in the heavens and whatever is on the earth. And Allah is over all things competent.""","Allah knows all the secrets that people conceal in their hearts, as well as what they reveal openly. His knowledge encompasses everything in the heavens and the earth. He is All-Powerful and has complete authority over all things.",قل إن تخفوا ما في صدوركم أو تبدوه يعلمه الله ويعلم ما في السماوات وما في الأرض والله على كل شيء قدير
322,3,30,"On the Day when every soul will find itself confronted with all the good it has done, and all the evil it has done, [every soul] will wish there were a great distance between it and that [evil]. And Allah warns you of Himself, and Allah is Kind to [His] servants.","This verse describes the Day of Judgment, when each person will be confronted with all their deeds, both good and evil. They will wish for a great distance between themselves and their evil deeds, regretting and wanting to be dissociated from them. Allah warns people against disobeying Him, as He has perfect knowledge of all their actions. However, Allah is also Merciful and Kind to those who repent and turn to Him.",يوم تجد كل نفس ما عملت من خير محضرا وما عملت من سوء تود لو أن بينها وبينه أمدا بعيدا ويحذركم الله نفسه والله رءوف بالعباد
323,3,31,"Say, ""If you love Allah, then follow me, Allah will love you and forgive you your sins. And Allah is Forgiving and Merciful.""","This verse emphasizes the importance of following the teachings of the Prophet Muhammad as a manifestation of love for Allah. It promises that those who follow the Prophet will be loved by Allah and will have their sins forgiven, as Allah is Forgiving and Merciful towards the believers.",قل إن كنتم تحبون الله فاتبعوني يحببكم الله ويغفر لكم ذنوبكم والله غفور رحيم
324,3,32,"Say, 'Obey Allah and the Messenger; but if you turn away - then upon Allah rests only what is laid upon Him, and upon you rests what is laid upon you. And if you obey him, you will be guided. And there is nothing upon the Messenger except to convey clearly.'","This verse commands obedience to Allah and His Messenger. It warns that if people turn away from this obedience, Allah does not love the disbelievers. The Messenger's duty is only to convey the message clearly, and it is up to people to accept guidance or face the consequences of their disbelief.",قل أطيعوا الله والرسول فإن تولوا فإن الله لا يحب الكافرين
325,3,33,"Indeed, Allah chose Adam and Noah and the family of Abraham and the family of Imran over the worlds.","This verse affirms Allah's selection and preference of certain individuals and families over others. It highlights the honor and status bestowed upon Adam, Noah, the family of Abraham (which includes prophets like Ismail, Isaac, and Jacob), and the family of Imran (which includes figures like Maryam and Isa). This selection is based on their piety, righteousness, and their role in conveying Allah's message to humanity. It emphasizes that Allah's favor is not indiscriminate but rather based on spiritual excellence and obedience to His commands.",إن الله اصطفى آدم ونوحا وآل إبراهيم وآل عمران على العالمين
326,3,34,"Offspring, some of them from others. And Allah is All-Hearer, All-Knower.","This verse refers to the continuity of human generations, where one generation descends from the previous one. It emphasizes that all human beings are interconnected, originating from the same source. Additionally, it highlights Allah's attributes of being All-Hearing and All-Knowing, reminding us that He is aware of all His creations and their relationships.",ذرية بعضها من بعض والله سميع عليم
327,3,35,"When the wife of 'Imran said: 'O my Lord! I have vowed to You what is in my womb to be dedicated for Your services, so accept this from me. Verily, You are the All-Hearer, the All-Knowing.'","This verse refers to the vow made by the mother of Mary, the wife of 'Imran, dedicating her unborn child to the service of God. It shows her sincere devotion and trust in God, as she humbly asks Him to accept her offering. The verse highlights God's attributes of being the All-Hearer, who hears all supplications, and the All-Knowing, who knows the intentions behind every action.",إذ قالت امرأت عمران رب إني نذرت لك ما في بطني محررا فتقبل مني إنك أنت السميع العليم
328,3,36,"So when she delivered her, she said, 'My Lord, I have delivered a female' - and Allah knew better what she had delivered, and the male is not like the female, 'And I have named her Mary, and I seek refuge for her in You and her descendants from Satan, the expelled [from the mercy of Allah].'","Cette interprétation exprime la reconnaissance de la mère envers Dieu pour cette naissance, même si elle a accouché d'une fille plutôt que d'un garçon comme elle l'espérait peut-être. Elle reconnaît la supériorité de la connaissance de Dieu et demande Sa protection pour sa fille Marie et sa descendance contre Satan le maudit.",فلما وضعتها قالت رب إني وضعتها أنثى والله أعلم بما وضعت وليس الذكر كالأنثى وإني سميتها مريم وإني أعيذها بك وذريتها من الشيطان الرجيم
329,3,37,"So her Lord accepted her with a gracious acceptance, and facilitated her growth into a good upbringing; and entrusted her to the care of Zechariah. Whenever Zechariah visited her in the sanctuary, he found her provisioned with food. He said, 'O Mary, from where does this come for you?' She said, 'It is from God. Truly, God provides for whomever He wills without reckoning.'","This verse highlights God's grace and favor upon Mary, who was accepted and nurtured by Him in the best way. He entrusted her care to the Prophet Zechariah, who was amazed to find her miraculously provided with sustenance. This demonstrates God's power to provide for His servants without measure or accounting, emphasizing His infinite mercy and wisdom.",فتقبلها ربها بقبول حسن وأنبتها نباتا حسنا وكفلها زكريا كلما دخل عليها زكريا المحراب وجد عندها رزقا قال يا مريم أنى لك هذا قالت هو من عند الله إن الله يرزق من يشاء بغير حساب
330,3,38,"There Zakariya invoked his Lord, saying: 'Lord, grant me from Yourself a good offspring. Indeed, You are the Hearer of supplication.'","This verse refers to the supplication of Prophet Zakariya (Zechariah), who asked Allah to grant him a righteous child despite his old age and his wife's barrenness. He recognized Allah's ability to answer his prayer, describing Him as ""the Hearer of supplication."" This shows Zakariya's firm faith in Allah's power and his humble submission to Him.",هنالك دعا زكريا ربه قال رب هب لي من لدنك ذرية طيبة إنك سميع الدعاء
331,3,39,"So the angels called him while he was standing in prayer in the chamber, 'Indeed, Allah gives you good tidings of John, confirming a word from Allah, and [who will be] honorable, abstinent and a prophet from among the righteous.'","This verse signifies that while Zakariya was praying in the chamber, the angels gave him the glad tidings of a son named Yahya (John). This son would be a confirmation of Allah's word, an honorable and chaste person, and a prophet from among the righteous people. The interpretation highlights Allah's power to grant children even to those who are old and barren, as a mercy and favor from Him.",فنادته الملائكة وهو قائم يصلي في المحراب أن الله يبشرك بيحيى مصدقا بكلمة من الله وسيدا وحصورا ونبيا من الصالحين
332,3,40,"He said: ""O my Lord! How can I have a son when old age has overtaken me, and my wife is barren?"" He said: ""So (it will be), Allah does what He wills.""","""This verse refers to the conversation between Prophet Zakariya (peace be upon him) and Allah when he was granted a son despite his old age and his wife's barrenness. It highlights Allah's absolute power and ability to do whatever He wills, even that which seems impossible according to human understanding. It affirms that nothing is impossible for Allah and that His will prevails over all circumstances.""",قال رب أنى يكون لي غلام وقد بلغني الكبر وامرأتي عاقر قال كذلك الله يفعل ما يشاء
333,3,41,"He said, 'My Lord, appoint for me a sign.' He said, 'Your sign is that you will not speak to people for three nights, [being] sound.'","The interpretation of this verse is that Prophet Zakariya asked Allah for a sign to confirm that he will be blessed with a child despite his old age and his wife's barrenness. Allah commanded him that the sign will be that he will not be able to speak to people for three days and nights, except through gestures. During this period, he was instructed to remember Allah frequently and glorify Him in the evenings and mornings.",قال رب اجعل لي آية قال آيتك ألا تكلم الناس ثلاثة أيام إلا رمزا واذكر ربك كثيرا وسبح بالعشي والإبكار
334,3,42,"And [mention] when the angels said, ""O Mary, indeed Allah has chosen you and purified you and chosen you above the women of the worlds.""","""This verse highlights the special status of Mary in Islam. It indicates that God chose her, purified her from any impurities or sins, and elevated her above all other women of her time due to her piety, chastity, and devotion to God. This selection and purification prepared her for the great honor of giving birth to Jesus, a mighty prophet and messenger of God.""",وإذ قالت الملائكة يا مريم إن الله اصطفاك وطهرك واصطفاك على نساء العالمين
335,3,43,"O Mary, be devoutly obedient to your Lord and prostrate and bow with those who bow [in prayer].","This verse is an instruction to Mary, the mother of Jesus, to worship Allah sincerely and humbly. It encourages her to prostrate and bow in prayer along with the believers. The verse highlights the importance of obedience, humility, and joining the community of believers in acts of worship.",يا مريم اقنتي لربك واسجدي واركعي مع الراكعين
336,3,44,"This is from the news of the unseen which We reveal to you, [O Muhammad]. And you were not with them when they cast their pens as to which of them should be responsible for Mary. Nor were you with them when they were disputing.","This story of Mary and the birth of Jesus is from the knowledge of the unseen, which Allah has revealed to you, O Prophet. You were not present when the priests cast their pens to decide which of them would be responsible for taking care of the infant Mary. Nor were you present when they were disputing over who should take charge of her upbringing.",ذلك من أنباء الغيب نوحيه إليك وما كنت لديهم إذ يلقون أقلامهم أيهم يكفل مريم وما كنت لديهم إذ يختصمون
337,3,45,"When the angels said, 'O Mary, indeed Allah gives you good tidings of a word from Him, whose name will be the Messiah, Jesus, the son of Mary - distinguished in this world and the Hereafter and among those brought near [to Allah].'","This verse speaks of the glad tidings given to Mary by the angels, that she would bear a son who would be the Messiah, Jesus. It highlights his honored status in this world and the Hereafter, and that he would be among those close to Allah. The verse affirms Jesus"" exalted position as a prophet and messenger of Allah.",إذ قالت الملائكة يا مريم إن الله يبشرك بكلمة منه اسمه المسيح عيسى ابن مريم وجيها في الدنيا والآخرة ومن المقربين
338,3,46,"And he shall speak unto mankind in his cradle and in his manhood, and he is of the righteous ones.","This verse refers to Jesus, peace be upon him, and highlights three of his miracles: speaking as a newborn in the cradle, speaking with wisdom in his adulthood, and being one of the righteous servants of God. It affirms Jesus' prophethood and his ability to perform miracles by the will of God, which distinguished him as a blessed and pious messenger.",ويكلم الناس في المهد وكهلا ومن الصالحين
339,3,47,"She said: 'O my Lord! How shall I have a son when no man has touched me?' He said: 'Even so, Allah creates what He wills. When He decrees a thing, He only says to it 'Be' and it is.'","The interpretation of this verse is that Allah has the power to create anything He wills without the usual means. When He decides to create something, He simply says ""Be"" and it comes into existence. This shows Allah's absolute and unlimited power as the Creator of all things.",قالت رب أنى يكون لي ولد ولم يمسسني بشر قال كذلك الله يخلق ما يشاء إذا قضى أمرا فإنما يقول له كن فيكون
340,3,48,And He teaches him the Book and Wisdom and the Torah and the Gospel,"This verse refers to Allah teaching Prophet Muhammad (peace be upon him) the Qur'an, which is the Book, as well as the wisdom and deeper understanding of religious teachings. It also mentions that Allah taught him the essence of the previous scriptures, the Torah and the Gospel, which were revealed to Prophet Moses and Prophet Jesus (peace be upon them), respectively. This highlights the continuity and unity of the divine message across different prophets and scriptures, and establishes the Qur'an as the final and complete revelation from Allah.",ويعلمه الكتاب والحكمة والتوراة والإنجيل
341,3,49,"And (appoint him) a messenger to the Children of Israel, (with this message): 'I have come to you with a sign from your Lord. I design for you out of clay the figure of a bird, then I breathe into it, and it becomes a bird by Allah's permission. I heal the blind and the leprous, and I revive the dead by Allah's permission. And I inform you of what you eat and what you store in your houses. Surely, in this is a sign for you, if you are believers.'","This verse refers to the miracles granted to Prophet Jesus (peace be upon him) as a sign of his prophethood from Allah. He was able to create a bird from clay and breathe life into it, heal the blind and those with leprosy, and even bring the dead back to life - all by Allah's permission. He could also inform people of what they had eaten and stored in their houses, which was a miracle of knowledge. These miracles were clear signs for the Children of Israel to believe in his message and prophethood if they were true believers.",ورسولا إلى بني إسرائيل أني قد جئتكم بآية من ربكم أني أخلق لكم من الطين كهيئة الطير فأنفخ فيه فيكون طيرا بإذن الله وأبرئ الأكمه والأبرص وأحيي الموتى بإذن الله وأنبئكم بما تأكلون وما تدخرون في بيوتكم إن في ذلك لآية لكم إن كنتم مؤمنين
342,3,50,"And [I have come] confirming what was before me of the Torah and to make lawful for you some of what was forbidden to you. And I have come to you with a sign from your Lord, so fear Allah and obey me.","This verse refers to Jesus confirming the truth of the Torah that was revealed before him, and allowing some things that were forbidden in the previous scriptures. He also brings a sign or miracle from God as proof of his prophethood. The verse calls on people to have fear and obedience towards God.",ومصدقا لما بين يدي من التوراة ولأحل لكم بعض الذي حرم عليكم وجئتكم بآية من ربكم فاتقوا الله وأطيعون
343,3,51,"Indeed, Allah is my Lord and your Lord, so worship Him. This is a straight path.","This verse affirms the Oneness of God (Allah) as the sole object of worship for all humanity. It emphasizes that Allah is the Lord and Sustainer of the Prophet Muhammad and all people. The phrase ""a straight path"" refers to the clear and correct way of life prescribed by Allah, which is the path of monotheism, obedience, and righteousness. The verse calls upon all people to worship Allah alone and follow His straight path, rejecting all forms of polytheism, idolatry, and deviation.",إن الله ربي وربكم فاعبدوه هذا صراط مستقيم
